Customer ID,Age,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency Grouped,Gender_Male,Category_clothing,Category_footwear,Category_outerwear,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Debit Card,Payment Method_PayPal,Payment Method_Venmo
1,0.7199621717289779,Blouse,-0.28809767379486156,kentucky,L,Gray,Winter,-0.908678860612391,1,Express,1,-0.7851085399669191,Venmo,2,True,True,False,False,False,True,False,False,False
3,0.0018301412211230463,Jeans,0.5570596654040675,massachusetts,S,Maroon,Spring,-0.908678860612391,1,Free Shipping,1,-0.16210692636949445,Credit Card,2,True,True,False,False,True,False,False,False,False
6,0.0018301412211230463,Sneakers,-1.6826072834730947,wyoming,M,White,Summer,-1.1881008467988048,1,Standard,1,-0.7851085399669191,Venmo,2,True,False,True,False,False,False,False,False,True
7,0.0018301412211230463,Shirt,1.0641540689234246,montana,M,Gray,Fall,-0.7689678675191844,1,Free Shipping,1,1.6376755129119545,Cash,0,True,True,False,False,False,False,True,False,False
9,0.0018301412211230463,Coat,-0.0018522253643764033,west virginia,L,Silver,Summer,-1.6072338260784238,1,Express,1,-1.2004429490318689,Venmo,0,True,False,False,True,False,False,False,False,True
12,-0.9245246856119091,Shorts,-0.0018522253643764033,hawaii,S,Olive,Winter,1.6061190150653248,1,Store Pickup,1,-1.0619981460102188,Bank Transfer,2,True,True,False,False,False,False,False,True,False
14,1.3777569146653328,Dress,-0.0018522253643764033,new hampshire,M,Violet,Spring,1.3266970288789117,1,Express,1,0.39167228571710516,PayPal,2,True,True,False,False,False,False,True,False,False
15,1.3119774403716975,Coat,-0.0018522253643764033,new york,L,Teal,Winter,1.3266970288789117,1,Free Shipping,1,0.5993394902495803,Debit Card,2,True,False,False,True,False,False,False,True,False
16,1.3119774403716975,Skirt,-0.0018522253643764033,rhode island,M,Teal,Winter,-1.3278118398920113,1,Store Pickup,1,-1.2004429490318689,PayPal,1,True,True,False,False,False,True,False,False,False
17,-1.2534220570800867,Sunglasses,-0.0018522253643764033,alabama,S,Gray,Spring,0.4884310703196723,1,Next Day Air,1,1.2915635053578296,Debit Card,2,True,False,False,False,False,False,False,False,True
18,0.5884032231417073,Dress,-0.0018522253643764033,mississippi,XL,Lavender,Winter,1.3266970288789117,1,2-Day Shipping,1,0.73778429327123,Venmo,0,True,True,False,False,False,False,True,False,False
19,0.5226237488480714,Sweater,-0.49938700859459384,montana,S,Black,Summer,1.1869860357857043,1,Free Shipping,1,-0.5774413354344441,Cash,2,True,True,False,False,False,False,False,False,False
20,1.4435363889589687,Pants,1.2754434037231568,rhode island,M,Green,Summer,-0.6292568744259787,1,Standard,1,1.4300083083794797,Debit Card,2,True,True,False,False,False,False,False,False,True
21,-1.5165399542546287,Pants,-0.37261340771475454,louisiana,M,Black,Winter,-1.3278118398920113,1,Express,1,1.70689791442278,Cash,1,True,True,False,False,False,True,False,False,False
22,-0.858745211318274,Pants,0.09222312884465626,north carolina,M,Charcoal,Winter,0.4884310703196723,1,Store Pickup,1,-0.23132932788031949,Debit Card,0,True,True,False,False,False,True,False,False,False
23,0.7857416460226139,Pants,-0.964223545154005,california,M,Peach,Summer,-0.7689678675191844,1,Store Pickup,1,0.4608946872279302,Debit Card,0,True,True,False,False,True,False,False,False,False
24,-0.858745211318274,Pants,1.1909276698032643,oklahoma,XL,White,Winter,0.9075640495992928,1,Express,1,1.01467389931453,Credit Card,2,True,True,False,False,False,True,False,False,False
25,-1.7138783771355353,Jacket,-1.5980915495532018,florida,M,Green,Fall,-1.1881008467988048,1,Store Pickup,1,-0.6466637369452691,Debit Card,2,True,False,False,True,True,False,False,False,False
26,-1.7138783771355353,Hoodie,-1.4713179486733625,texas,M,Silver,Summer,-0.21012389514635896,1,Express,1,-0.7851085399669191,PayPal,0,True,True,False,False,False,False,False,False,False
27,-0.39828889126282524,Jewelry,-1.6826072834730947,nevada,M,Red,Spring,-0.21012389514635896,1,Next Day Air,1,-0.8543309414777439,Credit Card,0,True,False,False,False,True,False,False,False,False
28,0.7857416460226139,Shorts,-0.1613240729150223,kentucky,L,Cyan,Summer,1.7458300081585305,1,Next Day Air,1,-1.2696653505426938,Bank Transfer,1,True,True,False,False,False,False,True,False,False
29,0.6541826974353426,Handbag,1.4444748715629427,north carolina,M,Gray,Fall,0.9075640495992928,1,Free Shipping,1,1.0838963008253548,PayPal,1,True,False,False,False,False,False,True,False,False
30,-0.858745211318274,Dress,-0.49938700859459384,wyoming,S,Black,Fall,0.4884310703196723,1,Store Pickup,1,-0.7851085399669191,Credit Card,2,True,True,False,False,False,False,False,False,True
31,0.8515211203162492,Jewelry,-1.2177707469136838,north carolina,L,Black,Winter,1.3266970288789117,1,Standard,1,-0.6466637369452691,Credit Card,1,True,False,False,False,False,False,False,False,False
32,-0.7271862627310026,Dress,0.810606867163746,west virginia,L,Brown,Winter,1.3266970288789117,1,Store Pickup,1,1.3607859068686547,Venmo,1,True,True,False,False,False,False,False,False,True
33,-0.5298478398500965,Jacket,0.3035124636443885,kansas,M,Silver,Summer,1.6061190150653248,1,Free Shipping,1,0.807006694782055,Venmo,0,True,False,False,True,False,False,False,False,False
34,0.6541826974353426,Pants,-0.9219656781940585,colorado,L,Green,Summer,-0.6292568744259787,1,Store Pickup,1,1.3607859068686547,Cash,0,True,True,False,False,False,False,False,False,True
35,-0.5298478398500965,T-shirt,1.317701270683103,north dakota,L,Violet,Spring,1.1869860357857043,1,2-Day Shipping,1,0.8762290962928801,PayPal,0,True,True,False,False,False,False,True,False,False
36,0.6541826974353426,Blouse,-1.1332550129937908,massachusetts,M,Cyan,Summer,0.34872007722646653,1,2-Day Shipping,1,1.5684531114011298,Credit Card,2,True,True,False,False,False,False,False,False,False
37,-0.5956273141437318,T-shirt,0.3880281975642815,illinois,M,Maroon,Winter,1.1869860357857043,1,Free Shipping,1,1.2915635053578296,PayPal,2,True,True,False,False,True,False,False,False,False
38,-0.5956273141437318,Jeans,-0.6261606094744335,indiana,S,Cyan,Summer,-1.3278118398920113,1,Store Pickup,1,-1.0619981460102188,PayPal,2,True,True,False,False,False,False,True,False,False
39,-0.9903041599055448,Dress,-0.964223545154005,florida,M,Red,Winter,-0.07041290205315238,1,2-Day Shipping,1,1.2915635053578296,Venmo,1,True,True,False,False,False,False,True,False,False
40,1.7066542861335101,Pants,0.007707394924763285,arizona,S,Turquoise,Summer,0.6281420634128797,1,Express,1,-0.5082189339236193,Credit Card,1,True,True,False,False,False,False,False,False,False
41,1.6408748118398753,Handbag,0.6838332662839067,louisiana,L,Beige,Winter,1.1869860357857043,1,Next Day Air,1,0.39167228571710516,Debit Card,0,True,False,False,False,False,False,False,True,False
42,1.509315863252604,Scarf,-0.879707811234112,alaska,M,Orange,Spring,1.0472750426924986,1,Standard,1,1.01467389931453,Venmo,0,True,False,False,False,True,False,False,False,False
43,-1.5823194285482642,Coat,1.6980220733226212,tennessee,M,Beige,Spring,0.4884310703196723,1,Free Shipping,1,-0.7158861384560943,PayPal,0,True,False,False,True,False,False,False,False,False
44,-1.2534220570800867,Scarf,0.3880281975642815,ohio,L,Lavender,Fall,-0.07041290205315238,1,Store Pickup,1,-0.43899653241279424,PayPal,2,True,False,False,False,False,False,False,True,False
45,-0.33250941696919,Hat,-0.28809767379486156,kentucky,S,Silver,Summer,1.1869860357857043,1,Free Shipping,1,1.3607859068686547,PayPal,2,True,False,False,False,False,False,False,False,False
54,-0.9903041599055448,Skirt,-1.5135758156333088,mississippi,S,Peach,Winter,0.20900908413325997,1,Next Day Air,1,0.6685618917604049,Credit Card,2,True,True,False,False,False,False,True,False,False
55,0.19372637737989395,Coat,1.4444748715629427,new mexico,M,Brown,Summer,0.6281420634128797,1,Next Day Air,1,0.6685618917604049,Debit Card,2,True,False,False,True,False,False,False,False,False
56,-0.26672994267555433,Jacket,-1.344544347793523,south carolina,M,Lavender,Winter,-1.0483898537055976,1,2-Day Shipping,1,1.6376755129119545,Credit Card,0,True,False,False,True,False,False,False,False,True
57,-0.2009504683819187,Backpack,0.5570596654040675,mississippi,XL,Brown,Summer,1.3266970288789117,1,Store Pickup,1,1.4300083083794797,Credit Card,2,True,False,False,False,False,False,False,True,False
58,-1.5165399542546287,Coat,0.17673886276454923,west virginia,M,White,Summer,0.9075640495992928,1,Store Pickup,1,-0.5774413354344441,Debit Card,2,True,False,False,True,False,False,False,True,False
59,1.6408748118398753,Hoodie,-0.24583980683491527,missouri,M,Charcoal,Summer,0.6281420634128797,1,Free Shipping,1,0.2532274826954555,Venmo,1,True,True,False,False,False,True,False,False,False
60,1.2461979660780622,Belt,0.810606867163746,louisiana,L,Yellow,Spring,1.1869860357857043,1,Standard,1,-1.4773325550751686,Debit Card,2,True,False,False,False,False,False,True,False,False
61,0.3910648002608005,Sweater,-0.964223545154005,idaho,L,Brown,Summer,0.34872007722646653,1,Express,1,-0.5774413354344441,Cash,2,True,True,False,False,False,True,False,False,False
62,0.7199621717289779,Scarf,0.3457703306043352,texas,M,Orange,Winter,1.3266970288789117,1,Store Pickup,1,-0.30055172939114433,Credit Card,1,True,False,False,False,False,False,False,False,False
63,-0.9245246856119091,Sneakers,-1.6403494165131483,mississippi,S,Magenta,Spring,0.06929809104005341,1,Free Shipping,1,0.39167228571710516,Credit Card,2,True,False,True,False,False,True,False,False,False
64,-0.7271862627310026,Sunglasses,0.810606867163746,arizona,L,Lavender,Winter,-1.4675228329852172,1,2-Day Shipping,1,1.222341103847005,Credit Card,2,True,False,False,False,False,True,False,False,False
65,1.3777569146653328,Boots,0.9796383350035319,alabama,S,Green,Fall,1.4664080219721174,1,Standard,1,-0.5082189339236193,Debit Card,2,True,False,True,False,False,False,False,True,False
66,1.3777569146653328,Backpack,-1.0064814121139516,new jersey,M,Purple,Spring,1.4664080219721174,1,2-Day Shipping,1,1.2915635053578296,Venmo,1,True,False,False,False,False,True,False,False,False
67,-0.858745211318274,Blouse,1.4444748715629427,pennsylvania,S,Magenta,Winter,1.3266970288789117,1,2-Day Shipping,1,-1.5465549565859937,Venmo,1,True,True,False,False,False,False,False,False,False
68,0.062167428792623054,Coat,-1.1332550129937908,connecticut,L,Gray,Winter,0.9075640495992928,1,Store Pickup,1,1.6376755129119545,Debit Card,1,True,False,False,True,False,False,False,True,False
69,0.8515211203162492,Handbag,-0.5839027425144868,utah,L,Silver,Summer,0.20900908413325997,1,Next Day Air,1,-0.30055172939114433,Cash,1,True,False,False,False,False,True,False,False,False
70,0.2595058516735296,Belt,0.4302860645242278,tennessee,S,Cyan,Summer,0.9075640495992928,1,Express,1,-1.4081101535643437,Cash,2,True,False,False,False,False,True,False,False,False
71,-1.4507604799609932,Belt,-1.3022864808335766,alabama,M,Magenta,Fall,0.6281420634128797,1,Express,1,0.4608946872279302,Debit Card,1,True,False,False,False,False,True,False,False,False
72,-0.5298478398500965,Dress,-0.49938700859459384,virginia,L,Gold,Summer,-1.1881008467988048,1,Express,1,0.5993394902495803,Bank Transfer,0,True,True,False,False,False,False,True,False,False
73,-1.7138783771355353,Dress,-1.429060081713416,georgia,M,Olive,Winter,-1.1881008467988048,1,Store Pickup,1,-0.30055172939114433,Bank Transfer,1,True,True,False,False,False,False,True,False,False
74,0.2595058516735296,Pants,1.0641540689234246,hawaii,M,Teal,Spring,-1.4675228329852172,1,Free Shipping,1,1.222341103847005,Bank Transfer,2,True,True,False,False,False,False,True,False,False
75,0.3252853259671652,Gloves,-0.07680833899512932,indiana,L,Violet,Spring,1.0472750426924986,1,Express,1,-1.5465549565859937,Cash,1,True,False,False,False,False,False,False,True,False
76,1.3119774403716975,Scarf,1.0641540689234246,utah,M,Blue,Summer,-1.4675228329852172,1,Free Shipping,1,-0.30055172939114433,Credit Card,0,True,False,False,False,False,False,True,False,False
77,0.3910648002608005,Hat,-0.7106763433943265,delaware,S,Teal,Summer,0.6281420634128797,1,Free Shipping,1,0.4608946872279302,Venmo,1,True,False,False,False,False,False,False,False,False
78,-1.4507604799609932,Dress,-0.28809767379486156,delaware,L,Gold,Summer,-0.6292568744259787,1,Next Day Air,1,0.73778429327123,Debit Card,2,True,True,False,False,False,False,True,False,False
79,0.3910648002608005,Skirt,1.317701270683103,nebraska,M,Maroon,Spring,1.3266970288789117,1,Free Shipping,1,1.70689791442278,Venmo,2,True,True,False,False,False,False,False,False,True
80,-0.39828889126282524,Jacket,1.5289906054828362,iowa,M,Olive,Winter,-1.6072338260784238,1,2-Day Shipping,1,1.222341103847005,Bank Transfer,1,True,False,False,True,False,False,False,False,False
81,-1.6480989028418997,Sandals,0.5148017984441208,new york,XL,Blue,Summer,-0.6292568744259787,1,Store Pickup,1,-0.0928845248586694,Credit Card,1,True,False,True,False,False,True,False,False,False
82,1.509315863252604,Shoes,1.5289906054828362,virginia,L,Maroon,Summer,-1.6072338260784238,1,Express,1,0.73778429327123,Credit Card,1,True,False,True,False,False,False,False,True,False
83,-1.6480989028418997,Pants,-1.344544347793523,georgia,S,Olive,Spring,0.34872007722646653,1,2-Day Shipping,1,-0.30055172939114433,Credit Card,1,True,True,False,False,False,False,False,False,False
84,-0.5298478398500965,Dress,-0.8374499442741657,texas,M,Turquoise,Summer,0.4884310703196723,1,Standard,1,0.5993394902495803,Bank Transfer,2,True,True,False,False,False,False,True,False,False
85,0.5226237488480714,Coat,-1.1755128799537373,arizona,S,Peach,Spring,0.9075640495992928,1,Standard,1,1.15311870233618,Bank Transfer,1,True,False,False,True,True,False,False,False,False
86,0.5884032231417073,Sunglasses,1.486732738522889,new mexico,M,Charcoal,Winter,1.0472750426924986,1,Next Day Air,1,-1.6157773580968184,Debit Card,2,True,False,False,False,False,True,False,False,False
87,-1.3192015313737222,Hoodie,-0.795192077314219,nevada,L,Pink,Spring,-0.07041290205315238,1,2-Day Shipping,1,1.4992307098903048,Cash,2,True,True,False,False,False,False,False,False,True
88,0.5226237488480714,Shoes,-0.28809767379486156,ohio,M,Green,Fall,-0.07041290205315238,1,2-Day Shipping,1,1.2915635053578296,Debit Card,2,True,False,True,False,False,False,True,False,False
89,-0.7271862627310026,T-shirt,-0.5416448755545406,wyoming,M,Orange,Fall,-0.3498348882395655,1,Free Shipping,1,0.6685618917604049,Credit Card,1,True,True,False,False,False,True,False,False,False
90,0.19372637737989395,Jacket,0.9796383350035319,california,XL,Pink,Fall,-0.21012389514635896,1,Next Day Air,1,-0.7158861384560943,Cash,0,True,False,False,True,False,False,False,False,False
91,-1.2534220570800867,Hat,-0.49938700859459384,south carolina,L,Violet,Summer,-1.1881008467988048,1,Express,1,0.2532274826954555,Credit Card,1,True,False,False,False,False,False,False,False,True
92,-0.003612045501012201,Scarf,1.655764206362675,south carolina,S,Green,Winter,1.1869860357857043,1,Standard,1,-0.5082189339236193,Credit Card,1,True,False,False,False,False,False,False,True,False
93,1.114639017490791,Jacket,1.148669802843318,texas,M,Olive,Winter,0.9075640495992928,1,2-Day Shipping,1,-0.8543309414777439,Venmo,1,True,False,False,True,True,False,False,False,False
94,-0.46406836555646086,Sweater,0.09222312884465626,florida,M,Purple,Fall,1.0472750426924986,1,Standard,1,1.4300083083794797,Credit Card,2,True,True,False,False,False,False,False,True,False
95,0.9173005946098844,Skirt,0.6838332662839067,nevada,S,Silver,Spring,1.1869860357857043,1,Free Shipping,1,0.1840050811846304,Credit Card,2,True,True,False,False,False,False,False,False,False
96,-0.46406836555646086,Sneakers,1.6980220733226212,missouri,L,Pink,Fall,0.06929809104005341,1,Free Shipping,1,1.5684531114011298,PayPal,1,True,False,True,False,False,False,False,True,False
97,-0.7929657370246384,Gloves,0.5570596654040675,delaware,S,Gold,Spring,-0.21012389514635896,1,Express,1,1.222341103847005,Venmo,1,True,False,False,False,False,False,False,False,True
98,-1.5165399542546287,Shoes,1.3599591376430502,virginia,M,Teal,Winter,1.4664080219721174,1,Store Pickup,1,0.807006694782055,Cash,0,True,False,True,False,False,False,False,True,False
99,-1.5823194285482642,Jeans,0.3035124636443885,new york,XL,Teal,Spring,-1.6072338260784238,1,Next Day Air,1,-0.36977413090196937,Bank Transfer,0,True,True,False,False,True,False,False,False,False
100,-1.1876425827864514,Hoodie,-0.8374499442741657,missouri,XL,Indigo,Summer,-0.07041290205315238,1,Express,1,0.5301170887387553,Debit Card,0,True,True,False,False,True,False,False,False,False
101,1.1804184917844263,Sunglasses,1.6135063394027287,south dakota,M,Maroon,Fall,-1.4675228329852172,1,Express,1,0.39167228571710516,Cash,2,True,False,False,False,False,False,False,True,False
102,-1.1218631084928157,Coat,1.0641540689234246,north dakota,XL,White,Spring,1.1869860357857043,1,Express,1,1.70689791442278,Credit Card,2,True,False,False,True,False,False,False,False,True
103,0.4568442745544361,Socks,0.3035124636443885,oklahoma,L,Violet,Winter,1.4664080219721174,1,Next Day Air,1,0.6685618917604049,Credit Card,0,True,True,False,False,False,True,False,False,False
104,0.6541826974353426,Boots,1.2331855367632105,west virginia,L,Red,Winter,0.34872007722646653,1,Next Day Air,1,-0.23132932788031949,Venmo,2,True,False,True,False,False,False,True,False,False
105,0.7199621717289779,Sunglasses,-1.5135758156333088,new hampshire,L,Pink,Spring,0.9075640495992928,1,2-Day Shipping,1,-1.6849997596076436,PayPal,1,True,False,False,False,False,False,False,False,False
106,1.6408748118398753,Backpack,1.5289906054828362,new york,M,Charcoal,Fall,-0.21012389514635896,1,Next Day Air,1,-1.4773325550751686,Bank Transfer,0,True,False,False,False,False,False,False,False,False
107,1.3119774403716975,Jacket,-1.048739279073898,minnesota,L,White,Summer,-0.07041290205315238,1,Standard,1,0.39167228571710516,Credit Card,1,True,False,False,True,True,False,False,False,False
108,-1.0560836341991802,Sneakers,0.3035124636443885,maryland,L,Olive,Winter,-0.908678860612391,1,Next Day Air,1,1.4300083083794797,PayPal,2,True,False,True,False,True,False,False,False,False
109,1.7066542861335101,Socks,0.810606867163746,montana,L,Purple,Spring,-0.48954588133277205,1,Next Day Air,1,0.4608946872279302,Bank Transfer,2,True,True,False,False,False,False,False,False,False
110,0.9173005946098844,T-shirt,1.0641540689234246,alabama,M,Violet,Spring,-1.6072338260784238,1,Next Day Air,1,1.222341103847005,Bank Transfer,2,True,True,False,False,True,False,False,False,False
111,0.7857416460226139,Backpack,-1.429060081713416,new york,M,Black,Summer,0.34872007722646653,1,Standard,1,0.04556027816298032,Venmo,2,True,False,False,False,False,False,False,False,False
112,-1.1876425827864514,Belt,0.64157539932396,massachusetts,L,Purple,Summer,1.7458300081585305,1,Free Shipping,1,-1.1312205475210437,Credit Card,0,True,False,False,False,False,False,False,True,False
113,-0.46406836555646086,Gloves,0.21899672972449555,florida,M,Red,Spring,0.7678530565060855,1,Free Shipping,1,0.1840050811846304,PayPal,2,True,False,False,False,False,True,False,False,False
114,-0.003612045501012201,Hat,-0.24583980683491527,new jersey,L,Maroon,Winter,-0.908678860612391,1,Next Day Air,1,-0.36977413090196937,PayPal,0,True,False,False,False,False,False,True,False,False
115,1.7066542861335101,Coat,1.486732738522889,massachusetts,S,Blue,Summer,-0.07041290205315238,1,Store Pickup,1,-1.1312205475210437,Cash,2,True,False,False,True,False,False,False,False,True
116,0.5884032231417073,Skirt,1.4444748715629427,wyoming,M,Gray,Spring,0.06929809104005341,1,Standard,1,1.5684531114011298,Debit Card,1,True,True,False,False,True,False,False,False,False
117,0.7199621717289779,Shoes,1.1064119358833708,virginia,S,Blue,Spring,-0.48954588133277205,1,Free Shipping,1,-0.923553342988569,Venmo,0,True,False,True,False,False,False,False,True,False
118,0.3910648002608005,Sandals,-1.1755128799537373,south dakota,L,Yellow,Summer,1.1869860357857043,1,Express,1,0.2532274826954555,Cash,2,True,False,True,False,False,False,False,False,False
119,0.3910648002608005,Sweater,-0.6261606094744335,kentucky,L,Orange,Fall,1.4664080219721174,1,2-Day Shipping,1,0.11478267967380536,Cash,2,True,True,False,False,False,False,False,False,False
120,-0.39828889126282524,Coat,0.6838332662839067,wyoming,M,Orange,Fall,0.7678530565060855,1,Express,1,1.2915635053578296,Cash,0,True,False,False,True,False,False,True,False,False
121,1.3119774403716975,Hat,1.0218962019634783,west virginia,L,Red,Summer,0.34872007722646653,1,Express,1,0.4608946872279302,Bank Transfer,0,True,False,False,False,False,False,False,True,False
122,-1.6480989028418997,Shorts,0.5148017984441208,virginia,M,Olive,Winter,0.6281420634128797,1,Standard,1,-0.992775744499394,Cash,2,True,True,False,False,True,False,False,False,False
